id,ref,title,type,purpose,location,emirate,community,price,beds,baths,plot_area,area,developer,note,description,state,owner_id,user_id,images,thumbnail,created at
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
